ref_hash,obj
1186516249413150404_sc,0
1186516249413150404_st,0
1187615102176685882_sc,0
1187615102176685882_st,0
1187995611677437206_sc,0
1187995611677437206_st,0
1190424870217036395_sc,0
1190424870217036395_st,0
1191960282997642823_sc,0
1191960282997642823_st,0
1194162776830151855_sc,0
1194162776830151855_st,0
1199641757841499367_sc,0
1199641757841499367_st,0
1200899806989014770_sc,0
1200899806989014770_st,0
1204574205636847942_sc,0
1204574205636847942_st,0
1205014055416064598_sc,0
1205014055416064598_st,0
1206234638304930993_sc,0
1206234638304930993_st,0
1207737003178589247_sc,0
1207737003178589247_st,0
1209201922567589129_sc,0
1209201922567589129_st,0
1209266135065312559_sc,0
1209266135065312559_st,0
1209684448831341752_sc,0
1209684448831341752_st,0
1216484723925399897_sc,0
1216484723925399897_st,0
1216551715294982491_sc,0
1216551715294982491_st,0
122031620643150233_sc,0
122031620643150233_st,0
1225293060838887434_sc,0
1225293060838887434_st,0
1227457012435462438_sc,0
1227457012435462438_st,0
1229609562842818924_sc,0
1229609562842818924_st,0
1231413972006880331_sc,0
1231413972006880331_st,0
1232605060713570544_sc,0
1232605060713570544_st,0
1233658583417535945_sc,0
1233658583417535945_st,0
1234527712464722201_sc,0
1234527712464722201_st,0
1236618452781354742_sc,0
1236618452781354742_st,0
123979484119113285_sc,0
123979484119113285_st,0
1248297595627780685_sc,0
1248297595627780685_st,0
125102898244387791_sc,0
125102898244387791_st,0
1251678112439909237_sc,0
1251678112439909237_st,0
1251711610192393941_sc,0
1251711610192393941_st,0
1252375118134913744_sc,0
1252375118134913744_st,0
1253893505327217043_sc,0
1253893505327217043_st,0
1257211796115020351_sc,0
1257211796115020351_st,0
1260244248473048882_sc,0
1260244248473048882_st,0
1264022936299507076_sc,0
1264022936299507076_st,0
1265362887592424102_sc,0
1265362887592424102_st,0
126760379585103536_sc,0
126760379585103536_st,0
1268668663105484535_sc,0
1268668663105484535_st,0
1268988768599406958_sc,0
1268988768599406958_st,0
1269617022810318893_sc,0
1269617022810318893_st,0
12710129175666777_sc,0
12710129175666777_st,0
127181479361225903_sc,0
127181479361225903_st,0
1280782500667332514_sc,0
1280782500667332514_st,0
1281391375697256626_sc,0
1281391375697256626_st,0
1281554246271544540_sc,0
1281554246271544540_st,0
1283079572748604544_sc,0
1283079572748604544_st,0
1284329121151747079_sc,0
1284329121151747079_st,0
1286394024293955508_sc,0
1286394024293955508_st,0
12880076216702587_sc,0
12880076216702587_st,0
1289461437081782083_sc,0
1289461437081782083_st,0
1293570292730365189_sc,0
1293570292730365189_st,0
1293698919678093585_sc,0
1293698919678093585_st,0
1295673566983281594_sc,0
1295673566983281594_st,0
12977391562678610_sc,0
12977391562678610_st,0
1299921942054010422_sc,0
1299921942054010422_st,0
130079406502638965_sc,0
130079406502638965_st,0
1301976825595357150_sc,0
1301976825595357150_st,0
1302737911806151146_sc,0
1302737911806151146_st,0
1307116007931231623_sc,0
1307116007931231623_st,0
1310258515916187559_sc,0
1310258515916187559_st,0
1311716395227719150_sc,0
1311716395227719150_st,0
1311884661988038994_sc,0
1311884661988038994_st,0
1313615473299479354_sc,0
1313615473299479354_st,0
1313764485732247479_sc,0
1313764485732247479_st,0
1315792885380883436_sc,0
1315792885380883436_st,0
1319359126470626650_sc,0
1319359126470626650_st,0
1319530529617838683_sc,0
1319530529617838683_st,0
1319647639949654011_sc,0
1319647639949654011_st,0
1320285155686563936_sc,0
1320285155686563936_st,0
1320698541748474698_sc,0
1320698541748474698_st,0
1321931638565151894_sc,0
1321931638565151894_st,0
1325299270880328289_sc,0
1325299270880328289_st,0
1327834472616354686_sc,0
1327834472616354686_st,0
1328371665987429740_sc,0
1328371665987429740_st,0
1334979714748379384_sc,0
1334979714748379384_st,0
1337817839840024265_sc,0
1337817839840024265_st,0
133862296273929010_sc,0
133862296273929010_st,0
1339357409349811507_sc,0
1339357409349811507_st,0
1340306399366036773_sc,0
1340306399366036773_st,0
134252899899870481_sc,0
134252899899870481_st,0
1343304896887941153_sc,0
1343304896887941153_st,0
1343610696446705241_sc,0
1343610696446705241_st,0
1343846973671863229_sc,0
1343846973671863229_st,0
1344094560572816090_sc,0
1344094560572816090_st,0
1346626463765194606_sc,0
1346626463765194606_st,0
1352341197795597622_sc,0
1352341197795597622_st,0
135238190226173630_sc,0
135238190226173630_st,0
1353263670976574129_sc,0
1353263670976574129_st,0
13538278622181869_sc,0
13538278622181869_st,0
1357410736932166810_sc,0
1357410736932166810_st,0
1358413347723403971_sc,0
1358413347723403971_st,0
1362414875645754903_sc,0
1362414875645754903_st,0
1363698198585598240_sc,0
1363698198585598240_st,0
1364647366087403809_sc,0
1364647366087403809_st,0
1368635821614525643_sc,0
1368635821614525643_st,0
1368648383437916310_sc,0
1368648383437916310_st,0
1377832923059903066_sc,0
1377832923059903066_st,0
1379699859413237664_sc,0
1379699859413237664_st,0
1380962370594749522_sc,0
1380962370594749522_st,0
1382829534454032345_sc,0
1382829534454032345_st,0
1385715509195499069_sc,0
1385715509195499069_st,0
1387114378850828264_sc,0
1387114378850828264_st,0
1389885607828963485_sc,0
1389885607828963485_st,0
1394811243445482525_sc,0
1394811243445482525_st,0
1395269098318536492_sc,0
1395269098318536492_st,0
1400075890161845268_sc,0
1400075890161845268_st,0
1400708258671251084_sc,0
1400708258671251084_st,0
1401236653722021257_sc,0
1401236653722021257_st,0
1404411859457035750_sc,0
1404411859457035750_st,0
1404448451510586910_sc,0
1404448451510586910_st,0
1405078374337581334_sc,0
1405078374337581334_st,0
1405787563688548883_sc,0
1405787563688548883_st,0
1405946286287450031_sc,0
1405946286287450031_st,0
1407405697773200982_sc,0
1407405697773200982_st,0
1409860811222483843_sc,0
1409860811222483843_st,0
1410718164519785502_sc,0
1410718164519785502_st,0
141185236309213124_sc,0
141185236309213124_st,0
1414751606152167615_sc,0
1414751606152167615_st,0
1415274408925640121_sc,0
1415274408925640121_st,0
1416278477638614719_sc,0
1416278477638614719_st,0
1419354839057038471_sc,0
1419354839057038471_st,0
1432518504296468150_sc,0
1432518504296468150_st,0
1435877564557012951_sc,0
1435877564557012951_st,0
143620778860167232_sc,0
143620778860167232_st,0
1437959286938859386_sc,0
1437959286938859386_st,0
1437969918229546366_sc,0
1437969918229546366_st,0
1440198406831417758_sc,0
1440198406831417758_st,0
1442246240574869187_sc,0
1442246240574869187_st,0
1443196661695947486_sc,0
1443196661695947486_st,0
144510415764152026_sc,0
144510415764152026_st,0
1448251469825515781_sc,0
1448251469825515781_st,0
144858825658199154_sc,0
144858825658199154_st,0
1448618883257823284_sc,0
1448618883257823284_st,0
1455406734324235174_sc,0
1455406734324235174_st,0
1456159922209789941_sc,0
1456159922209789941_st,0
1458575463379897371_sc,0
1458575463379897371_st,0
146206268035953838_sc,0
146206268035953838_st,0
1462310992362977115_sc,0
1462310992362977115_st,0
1462631094364743739_sc,0
1462631094364743739_st,0
1462900288741887152_sc,0
1462900288741887152_st,0
146349373354039130_sc,0
146349373354039130_st,0
1463737277041413876_sc,0
1463737277041413876_st,0
1466387357519076668_sc,0
1466387357519076668_st,0
1469112136497229420_sc,0
1469112136497229420_st,0
1469891437001939430_sc,0
1469891437001939430_st,0
1471369522643687852_sc,0
1471369522643687852_st,0
1474374544316597063_sc,0
1474374544316597063_st,0
1474838723237605457_sc,0
1474838723237605457_st,0
1477883150977764521_sc,0
1477883150977764521_st,0
1479681329485066994_sc,0
1479681329485066994_st,0
148388802174309925_sc,0
148388802174309925_st,0
1484551776661218764_sc,0
1484551776661218764_st,0
1485566267036074672_sc,0
1485566267036074672_st,0
1485585519590186498_sc,0
1485585519590186498_st,0
1485710806967558837_sc,0
1485710806967558837_st,0
1490775021605137609_sc,0
1490775021605137609_st,0
149145192403446337_sc,0
149145192403446337_st,0
1491766937226493605_sc,0
1491766937226493605_st,0
1495680085352673226_sc,0
1495680085352673226_st,0
1496724042025426431_sc,0
1496724042025426431_st,0
1497128270570315821_sc,0
1497128270570315821_st,0
1503622930668825341_sc,0
1503622930668825341_st,0
1505582288748773676_sc,0
1505582288748773676_st,0
1505707263781865790_sc,0
1505707263781865790_st,0
1507725753842469617_sc,0
1507725753842469617_st,0
1509545633114961619_sc,0
1509545633114961619_st,0
1513880118499895475_sc,0
1513880118499895475_st,0
151719194698470862_sc,0
151719194698470862_st,0
1519771825716243940_sc,0
1519771825716243940_st,0
1521407447410849866_sc,0
1521407447410849866_st,0
1522064661862584327_sc,0
1522064661862584327_st,0
1522174467525920419_sc,0
1522174467525920419_st,0
1522517226455603717_sc,0
1522517226455603717_st,0
1526533209361572178_sc,0
1526533209361572178_st,0
1526589386802120877_sc,0
1526589386802120877_st,0
1532920640971142763_sc,0
1532920640971142763_st,0
1535179488604428892_sc,0
1535179488604428892_st,0
1540895757038675521_sc,0
1540895757038675521_st,0
1541360754262871055_sc,0
1541360754262871055_st,0
1541943482926064403_sc,0
1541943482926064403_st,0
1542252940507519186_sc,0
1542252940507519186_st,0
1544952069069412264_sc,0
1544952069069412264_st,0
1546380888258110620_sc,0
1546380888258110620_st,0
1552048892636076688_sc,0
1552048892636076688_st,0
1554217736630697432_sc,0
1554217736630697432_st,0
1557657670234529677_sc,0
1557657670234529677_st,0
1559985950264706026_sc,0
1559985950264706026_st,0
1563149421968177217_sc,0
1563149421968177217_st,0
1568239518763418505_sc,0
1568239518763418505_st,0
1571815441379711120_sc,0
1571815441379711120_st,0
1572073024204691574_sc,0
1572073024204691574_st,0
15755635624013585_sc,0
15755635624013585_st,0
1578493458135285912_sc,0
1578493458135285912_st,0
1579648092439095955_sc,0
1579648092439095955_st,0
1582245318038800705_sc,0
1582245318038800705_st,0
1585273182248364632_sc,0
1585273182248364632_st,0
1586011569157541229_sc,0
1586011569157541229_st,0
1586308550876044716_sc,0
1586308550876044716_st,0
15864059592995091_sc,0
15864059592995091_st,0
158642282115857939_sc,0
158642282115857939_st,0
1587423418122753177_sc,0
1587423418122753177_st,0
1592232433995993602_sc,0
1592232433995993602_st,0
1593315082014178993_sc,0
1593315082014178993_st,0
1594304834872461088_sc,0
1594304834872461088_st,0
1595135091194264808_sc,0
1595135091194264808_st,0
1595181852111961835_sc,0
1595181852111961835_st,0
1598279014358140630_sc,0
1598279014358140630_st,0
1609139111614355686_sc,0
1609139111614355686_st,0
1609275904163020719_sc,0
1609275904163020719_st,0
1609949567718682385_sc,0
1609949567718682385_st,0
1610107188799256895_sc,0
1610107188799256895_st,0
1610494654440971107_sc,0
1610494654440971107_st,0
1610631182235861036_sc,0
1610631182235861036_st,0
1610830018249632088_sc,0
1610830018249632088_st,0
1619005863892213340_sc,0
1619005863892213340_st,0
1620044022477258303_sc,0
1620044022477258303_st,0
162252644031331242_sc,0
162252644031331242_st,0
1624621636247371157_sc,0
1624621636247371157_st,0
1624675199747986180_sc,0
1624675199747986180_st,0
1625527770358623312_sc,0
1625527770358623312_st,0
1626122822972650492_sc,0
1626122822972650492_st,0
1626240234331226893_sc,0
1626240234331226893_st,0
1628314475685116126_sc,0
1628314475685116126_st,0
1631312698088948141_sc,0
1631312698088948141_st,0
1632976817520709726_sc,0
1632976817520709726_st,0
1634650407908315198_sc,0
1634650407908315198_st,0
1634912018741747313_sc,0
1634912018741747313_st,0
1635806999972794207_sc,0
1635806999972794207_st,0
1638155133101635232_sc,0
1638155133101635232_st,0
1640419309626397644_sc,0
1640419309626397644_st,0
1644684818861378247_sc,0
1644684818861378247_st,0
1645117383971795261_sc,0
1645117383971795261_st,0
1645448724794614846_sc,0
1645448724794614846_st,0
1646244151176203402_sc,0
1646244151176203402_st,0
1647303115721594711_sc,0
1647303115721594711_st,0
1648484391049043683_sc,0
1648484391049043683_st,0
1649462786324867670_sc,0
1649462786324867670_st,0
1649470682218050050_sc,0
1649470682218050050_st,0
165054203039707364_sc,0
165054203039707364_st,0
1651298545102448143_sc,0
1651298545102448143_st,0
1652973856044692882_sc,0
1652973856044692882_st,0
1654414320062233188_sc,0
1654414320062233188_st,0
1654931404191930561_sc,0
1654931404191930561_st,0
1656202871077543672_sc,0
1656202871077543672_st,0
166111167582199775_sc,0
166111167582199775_st,0
1672980903727097060_sc,0
1672980903727097060_st,0
1675618435344112751_sc,0
1675618435344112751_st,0
167645149541424501_sc,0
167645149541424501_st,0
1676599343673733996_sc,0
1676599343673733996_st,0
1677397424183807063_sc,0
1677397424183807063_st,0
1678574764210748596_sc,0
1678574764210748596_st,0
1680454818764604919_sc,0
1680454818764604919_st,0
1683583979368839453_sc,0
1683583979368839453_st,0
1683636821685901692_sc,0
1683636821685901692_st,0
1683915131500129075_sc,0
1683915131500129075_st,0
1686771719211427260_sc,0
1686771719211427260_st,0
1686829829798908901_sc,0
1686829829798908901_st,0
1688759174245788636_sc,0
1688759174245788636_st,0
1689253659802783461_sc,0
1689253659802783461_st,0
1694964200543302757_sc,0
1694964200543302757_st,0
1695017415660355067_sc,0
1695017415660355067_st,0
1695705421328710963_sc,0
1695705421328710963_st,0
169673203379774697_sc,0
169673203379774697_st,0
1697296672196475600_sc,0
1697296672196475600_st,0
1698798402698483317_sc,0
1698798402698483317_st,0
1705620787460316875_sc,0
1705620787460316875_st,0
1706216513788387104_sc,0
1706216513788387104_st,0
1706794130450981051_sc,0
1706794130450981051_st,0
1713284802794931603_sc,0
1713284802794931603_st,0
1713575180422828175_sc,0
1713575180422828175_st,0
1717184228785145942_sc,0
1717184228785145942_st,0
171749671026400972_sc,0
171749671026400972_st,0
1718964734813976566_sc,0
1718964734813976566_st,0
1722479355356580286_sc,0
1722479355356580286_st,0
1725593100682031672_sc,0
1725593100682031672_st,0
1726159899784033460_sc,0
1726159899784033460_st,0
1727911413674128214_sc,0
1727911413674128214_st,0
173037676676551667_sc,0
173037676676551667_st,0
1739185427561011002_sc,0
1739185427561011002_st,0
1744539208349624912_sc,0
1744539208349624912_st,0
1747750927337388419_sc,0
1747750927337388419_st,0
1749586132256864259_sc,0
1749586132256864259_st,0
1750509480206635901_sc,0
1750509480206635901_st,0
1753408082039589793_sc,0
1753408082039589793_st,0
1755590351975453126_sc,0
1755590351975453126_st,0
1757046249254925892_sc,0
1757046249254925892_st,0
1760218743715819964_sc,0
1760218743715819964_st,0
1762685240275022546_sc,0
1762685240275022546_st,0
1767794950631940094_sc,0
1767794950631940094_st,0
1771567713554989316_sc,0
1771567713554989316_st,0
1772473992019353562_sc,0
1772473992019353562_st,0
1773819382540812845_sc,0
1773819382540812845_st,0
1773915170564860290_sc,0
1773915170564860290_st,0
1775266247906490790_sc,0
1775266247906490790_st,0
1775645446409162865_sc,0
1775645446409162865_st,0
1775994821130557970_sc,0
1775994821130557970_st,0
1777544475982403949_sc,0
1777544475982403949_st,0
177763697089045655_sc,0
177763697089045655_st,0
1778869005371293300_sc,0
1778869005371293300_st,0
1780314763292967611_sc,0
1780314763292967611_st,0
178544424334431823_sc,0
178544424334431823_st,0
1789841881668483637_sc,0
1789841881668483637_st,0
1792243691856810494_sc,0
1792243691856810494_st,0
1797028790104146357_sc,0
1797028790104146357_st,0
1798721392514212467_sc,0
1798721392514212467_st,0
1806958712697643218_sc,0
1806958712697643218_st,0
1808715223128678254_sc,0
1808715223128678254_st,0
180882581523820142_sc,0
180882581523820142_st,0
1809952979724556615_sc,0
1809952979724556615_st,0
181023401587164211_sc,0
181023401587164211_st,0
1810262579726032935_sc,0
1810262579726032935_st,0
1811128871539049095_sc,0
1811128871539049095_st,0
181115609249034320_sc,0
181115609249034320_st,0
1812435133471161757_sc,0
1812435133471161757_st,0
181287554825540894_sc,0
181287554825540894_st,0
1814218044183734085_sc,0
1814218044183734085_st,0
1814253183119314438_sc,0
1814253183119314438_st,0
1815000393443032221_sc,0
1815000393443032221_st,0
1816798674368617450_sc,0
1816798674368617450_st,0
1820344257958020005_sc,0
1820344257958020005_st,0
1820733784678210604_sc,0
1820733784678210604_st,0
1821008560370062627_sc,0
1821008560370062627_st,0
1824593565274236651_sc,0
1824593565274236651_st,0
1825264557124125520_sc,0
1825264557124125520_st,0
1825774139959189158_sc,0
1825774139959189158_st,0
183111347855507794_sc,0
183111347855507794_st,0
1834561368570021624_sc,0
1834561368570021624_st,0
1835003644552160312_sc,0
1835003644552160312_st,0
1837369540178436993_sc,0
1837369540178436993_st,0
1838102694588906615_sc,0
1838102694588906615_st,0
1841885490735112196_sc,0
1841885490735112196_st,0
1846994645265687363_sc,0
1846994645265687363_st,0
1849524593912547491_sc,0
1849524593912547491_st,0
185033006947686423_sc,0
185033006947686423_st,0
1850436611440695410_sc,0
1850436611440695410_st,0
1853167224507825966_sc,0
1853167224507825966_st,0
1859101250688735203_sc,0
1859101250688735203_st,0
1860546415903202724_sc,0
1860546415903202724_st,0
186555324177091329_sc,0
186555324177091329_st,0
1865851711293215371_sc,0
1865851711293215371_st,0
1867340056699297275_sc,0
1867340056699297275_st,0
1867584059231149081_sc,0
1867584059231149081_st,0
1870804896905760683_sc,0
1870804896905760683_st,0
1871001050608717391_sc,0
1871001050608717391_st,0
1871261194571078086_sc,0
1871261194571078086_st,0
187130177321836551_sc,0
187130177321836551_st,0
1874642765722919357_sc,0
1874642765722919357_st,0
1875514346005174431_sc,0
1875514346005174431_st,0
1876386513784414676_sc,0
1876386513784414676_st,0
1878961516364658634_sc,0
1878961516364658634_st,0
1880522546893155366_sc,0
1880522546893155366_st,0
1882496627338632707_sc,0
1882496627338632707_st,0
188516562196778184_sc,0
188516562196778184_st,0
1885551454640573348_sc,0
1885551454640573348_st,0
1886159544857142346_sc,0
1886159544857142346_st,0
1886537567420518716_sc,0
1886537567420518716_st,0
189182231789793800_sc,0
189182231789793800_st,0
1893934192028933519_sc,0
1893934192028933519_st,0
1895948011655596570_sc,0
1895948011655596570_st,0
1897932675661669069_sc,0
1897932675661669069_st,0
1900997991292572675_sc,0
1900997991292572675_st,0
1902282076631541809_sc,0
1902282076631541809_st,0
1905340415333818186_sc,0
1905340415333818186_st,0
1907213915645258710_sc,0
1907213915645258710_st,0
1907244722970172707_sc,0
1907244722970172707_st,0
1907428482514713520_sc,0
1907428482514713520_st,0
1908676476331029933_sc,0
1908676476331029933_st,0
1909009849978261715_sc,0
1909009849978261715_st,0
1911435389118096555_sc,0
1911435389118096555_st,0
1912745687044953427_sc,0
1912745687044953427_st,0
1915831976831627490_sc,0
1915831976831627490_st,0
1919376595089518233_sc,0
1919376595089518233_st,0
1921886059474062861_sc,0
1921886059474062861_st,0
1922121821362800543_sc,0
1922121821362800543_st,0
1926368733138306231_sc,0
1926368733138306231_st,0
1927816297074541225_sc,0
1927816297074541225_st,0
1929912659822471056_sc,0
1929912659822471056_st,0
1933202129363510856_sc,0
1933202129363510856_st,0
1935180956771536721_sc,0
1935180956771536721_st,0
1939529505900488356_sc,0
1939529505900488356_st,0
1941507818640752866_sc,0
1941507818640752866_st,0
1943518436811267146_sc,0
1943518436811267146_st,0
1944593511424495249_sc,0
1944593511424495249_st,0
1947034606978197227_sc,0
1947034606978197227_st,0
1947198327605580227_sc,0
1947198327605580227_st,0
1952086342590680257_sc,0
1952086342590680257_st,0
1952451214231788585_sc,0
1952451214231788585_st,0
1952651058710283424_sc,0
1952651058710283424_st,0
1954018303785113888_sc,0
1954018303785113888_st,0
1955897163099581903_sc,0
1955897163099581903_st,0
1956184428210106770_sc,0
1956184428210106770_st,0
1960519924072160699_sc,0
1960519924072160699_st,0
1962770279225367458_sc,0
1962770279225367458_st,0
1966352499667822347_sc,0
1966352499667822347_st,0
1966655944990901160_sc,0
1966655944990901160_st,0
196667866074859835_sc,0
196667866074859835_st,0
1968246493657503492_sc,0
1968246493657503492_st,0
1968268851608023774_sc,0
1968268851608023774_st,0
1968325886123264991_sc,0
1968325886123264991_st,0
1968944479392158400_sc,0
1968944479392158400_st,0
197239293490224908_sc,0
197239293490224908_st,0
1977621232662414895_sc,0
1977621232662414895_st,0
1978663103663783493_sc,0
1978663103663783493_st,0
1979422175702700379_sc,0
1979422175702700379_st,0
1982189145002319872_sc,0
1982189145002319872_st,0
1985927785579650114_sc,0
1985927785579650114_st,0
1988050726013424615_sc,0
1988050726013424615_st,0
1988491775644963137_sc,0
1988491775644963137_st,0
1994108325643484331_sc,0
1994108325643484331_st,0
1999681247947819001_sc,0
1999681247947819001_st,0
2007132211960226496_sc,0
2007132211960226496_st,0
2007586840930676870_sc,0
2007586840930676870_st,0
2007714311863940422_sc,0
2007714311863940422_st,0
2011244847915649661_sc,0
2011244847915649661_st,0
2012089736593316312_sc,0
2012089736593316312_st,0
2013716675686195488_sc,0
2013716675686195488_st,0
2013894721338272760_sc,0
2013894721338272760_st,0
2014218741270637745_sc,0
2014218741270637745_st,0
2015043793198201259_sc,0
2015043793198201259_st,0
2015856077039371961_sc,0
2015856077039371961_st,0
2019640023966567568_sc,0
2019640023966567568_st,0
2021644029481158151_sc,0
2021644029481158151_st,0
2027849289943827480_sc,0
2027849289943827480_st,0
204447629360573336_sc,0
204447629360573336_st,0
2045274887485488866_sc,0
2045274887485488866_st,0
204653624831822839_sc,0
204653624831822839_st,0
2047492100738602595_sc,0
2047492100738602595_st,0
2051144797368983161_sc,0
2051144797368983161_st,0
205190074984967157_sc,0
205190074984967157_st,0
2053103838388597663_sc,0
2053103838388597663_st,0
2057102807093704130_sc,0
2057102807093704130_st,0
2062875436847745856_sc,0
2062875436847745856_st,0
2064689366289402129_sc,0
2064689366289402129_st,0
2064770351937853623_sc,0
2064770351937853623_st,0
2065086815640235981_sc,0
2065086815640235981_st,0
2065149209728473773_sc,0
2065149209728473773_st,0
2065666051861492151_sc,0
2065666051861492151_st,0
2070001883938629880_sc,0
2070001883938629880_st,0
2070066821149527185_sc,0
2070066821149527185_st,0
2073547631579864162_sc,0
2073547631579864162_st,0
2075195070051039062_sc,0
2075195070051039062_st,0
2076963215131688235_sc,0
2076963215131688235_st,0
2078766675652890682_sc,0
2078766675652890682_st,0
2081626494632361322_sc,0
2081626494632361322_st,0
2083335203966564063_sc,0
2083335203966564063_st,0
2088629548803759577_sc,0
2088629548803759577_st,0
2091546496080930101_sc,0
2091546496080930101_st,0
2092318762821763927_sc,0
2092318762821763927_st,0
2092373336787010720_sc,0
2092373336787010720_st,0
2093071845966111289_sc,0
2093071845966111289_st,0
2093524802641996408_sc,0
2093524802641996408_st,0
2093793749500761131_sc,0
2093793749500761131_st,0
2099261568542073136_sc,0
2099261568542073136_st,0
2099545099797966550_sc,0
2099545099797966550_st,0
2106710928228304912_sc,0
2106710928228304912_st,0
2109848800068060837_sc,0
2109848800068060837_st,0
2110266016483432340_sc,0
2110266016483432340_st,0
2111246772029497806_sc,0
2111246772029497806_st,0
