ref_hash,obj
1289461437081782083_sc,112777.52
1289461437081782083_st,2023.1400023619801
1293570292730365189_sc,27896.522
1293570292730365189_st,74963.87629200002
1293698919678093585_sc,33081.014
1293698919678093585_st,18001.493733
1295673566983281594_sc,327022.558
1295673566983281594_st,55734.32590008334
12977391562678610_sc,47984.526000000005
12977391562678610_st,4525.74562647297
1299921942054010422_sc,172325.208
1299921942054010422_st,10919.33745170732
130079406502638965_sc,153678.38
130079406502638965_st,2495.2019560689637
1301976825595357150_sc,22302.36
1301976825595357150_st,5418.102970210527
1302737911806151146_sc,154210.282
1302737911806151146_st,21667.60930666667
1307116007931231623_sc,142701.33000000002
1307116007931231623_st,32893.345226782614
1310258515916187559_sc,116462.34400000001
1310258515916187559_st,44842.217996
1311716395227719150_sc,123826.766
1311716395227719150_st,57531.852289923074
1311884661988038994_sc,168306.056
1311884661988038994_st,21999.824181150005
1313615473299479354_sc,40112.584
1313615473299479354_st,77664.50504
1313764485732247479_sc,21295.034000000003
1313764485732247479_st,30430.611128000004
1315792885380883436_sc,81329.566
1315792885380883436_st,31130.622826
1319359126470626650_sc,153238.904
1319359126470626650_st,4034.7765316421037
1319530529617838683_sc,731.368
1319530529617838683_st,2512.345688801947
1319647639949654011_sc,134787.89500000002
1319647639949654011_st,14598.701094723408
1320285155686563936_sc,80416.72
1320285155686563936_st,4698.9424629753075
1320698541748474698_sc,30099.636000000002
1320698541748474698_st,28535.622135526315
1321931638565151894_sc,114376.25
1321931638565151894_st,7366.69474697826
1325299270880328289_sc,81276.364
1325299270880328289_st,120327.43142975001
1327834472616354686_sc,88141.292
1327834472616354686_st,61.32152875089271
1328371665987429740_sc,260180.73900000003
1328371665987429740_st,38760.12416272223
1334979714748379384_sc,134851.07200000001
1334979714748379384_st,33873.91162744445
1337817839840024265_sc,25755.876
1337817839840024265_st,29001.06564390001
133862296273929010_sc,10269.257
133862296273929010_st,37555.80074499999
1339357409349811507_sc,139464.25600000002
1339357409349811507_st,23458.64366103704
1340306399366036773_sc,118853.00866666668
1340306399366036773_st,10525.099964224491
134252899899870481_sc,42801.754
134252899899870481_st,78961.66596700001
1343304896887941153_sc,79371.41
1343304896887941153_st,1626.0826195510629
1343610696446705241_sc,70425.353
1343610696446705241_st,44961.5259761
1343846973671863229_sc,664399.393
1343846973671863229_st,3763.259973843137
1344094560572816090_sc,21842.914
1344094560572816090_st,20375.80793573077
1346626463765194606_sc,137207.008
1346626463765194606_st,12160.429406746034
1352341197795597622_sc,28659.74
1352341197795597622_st,9785.639484500005
135238190226173630_sc,18916.81
135238190226173630_st,18207.697381
1353263670976574129_sc,30456.968
1353263670976574129_st,3561.4892244583334
13538278622181869_sc,62213.29
13538278622181869_st,3363.873108207921
1357410736932166810_sc,171751.89800000002
1357410736932166810_st,86001.734975
1358413347723403971_sc,67518.903
1358413347723403971_st,60913.854275749996
1362414875645754903_sc,172525.80200000003
1362414875645754903_st,5465.050071014389
1363698198585598240_sc,96907.31000000001
1363698198585598240_st,44728.759643000005
1364647366087403809_sc,4104.832
1364647366087403809_st,124958.941437
1368635821614525643_sc,107153.81400000001
1368635821614525643_st,40731.27442883334
1368648383437916310_sc,81560.59700000001
1368648383437916310_st,40201.62911144444
1377832923059903066_sc,148936.958
1377832923059903066_st,503.29078452387245
1379699859413237664_sc,142759.568
1379699859413237664_st,13392.722972375004
1380962370594749522_sc,21725.982
1380962370594749522_st,36131.02503361112
1382829534454032345_sc,519453.444
1382829534454032345_st,73736.51649450001
1385715509195499069_sc,154030.956
1385715509195499069_st,1857.8018040376344
1387114378850828264_sc,142923.764
1387114378850828264_st,2016.696484649868
1389885607828963485_sc,1441.4530000000002
1389885607828963485_st,30002.631470434793
1394811243445482525_sc,115729.95400000001
1394811243445482525_st,18332.43084725
1395269098318536492_sc,26448.804
1395269098318536492_st,39127.45054711112
1400075890161845268_sc,155382.206
1400075890161845268_st,25358.47865775
1400708258671251084_sc,132932.26200000002
1400708258671251084_st,4838.453829555555
1401236653722021257_sc,122517.57400000001
1401236653722021257_st,2141.9157595043107
1404411859457035750_sc,140362.36000000002
1404411859457035750_st,3756.751550150001
1404448451510586910_sc,11690.536
1404448451510586910_st,6189.350094652171
1405078374337581334_sc,99990.432
1405078374337581334_st,3710.5130434509797
1405787563688548883_sc,36767.75
1405787563688548883_st,29063.675231
1405946286287450031_sc,35492.856
1405946286287450031_st,1009.2791610570081
1407405697773200982_sc,160714.866
1407405697773200982_st,40532.3160645
1409860811222483843_sc,162127.306
1409860811222483843_st,10468.387223676473
1410718164519785502_sc,77595.511
1410718164519785502_st,1571.954848980044
141185236309213124_sc,27935.440000000002
141185236309213124_st,17652.159383159098
1414751606152167615_sc,142923.03600000002
1414751606152167615_st,53384.90464245456
1415274408925640121_sc,224596.618
1415274408925640121_st,302060.8016555
1416278477638614719_sc,23933.576
1416278477638614719_st,19606.53664215385
1419354839057038471_sc,37025.57
1419354839057038471_st,76347.38919500001
1432518504296468150_sc,17599.752
1432518504296468150_st,4291.238298
1435877564557012951_sc,32442.868000000002
1435877564557012951_st,60938.563354000005
143620778860167232_sc,12301.924
143620778860167232_st,6753.768773500001
1437959286938859386_sc,154174.206
1437959286938859386_st,2778.2088778666666
1437969918229546366_sc,26438.132
1437969918229546366_st,4425.5198120000005
1440198406831417758_sc,64661.313
1440198406831417758_st,35104.836669000004
1442246240574869187_sc,66200.211
1442246240574869187_st,1571.875527282519
1443196661695947486_sc,6019.156
1443196661695947486_st,2127.6610882962973
144510415764152026_sc,141384.704
144510415764152026_st,32305.75018281819
1448251469825515781_sc,108513.51000000001
1448251469825515781_st,8797.69508083529
144858825658199154_sc,62346.563
144858825658199154_st,8539.64207653521
1448618883257823284_sc,33868.922
1448618883257823284_st,6221.991694016261
1455406734324235174_sc,57197.49666666667
1455406734324235174_st,9444.734856653335
1456159922209789941_sc,154788.782
1456159922209789941_st,34288.2980965
1458575463379897371_sc,41568.348000000005
1458575463379897371_st,469.16229296644303
146206268035953838_sc,135204.632
146206268035953838_st,6088.815511480316
1462310992362977115_sc,172002.462
1462310992362977115_st,6145.7456691754405
1462631094364743739_sc,156628.098
1462631094364743739_st,82190.58658785715
1462900288741887152_sc,54550.181333333334
1462900288741887152_st,28464.489640099997
146349373354039130_sc,67159.909
146349373354039130_st,35504.77100108333
1463737277041413876_sc,40456.194
1463737277041413876_st,55046.58607263637
1466387357519076668_sc,146454.16
1466387357519076668_st,7458.245616485442
1469112136497229420_sc,147463.34600000002
1469112136497229420_st,10750.225006285717
1469891437001939430_sc,77965.255
1469891437001939430_st,10783.577479845071
1471369522643687852_sc,62046.984000000004
1471369522643687852_st,106124.4718235
1474374544316597063_sc,30335.096
1474374544316597063_st,2069.4800894166665
1474838723237605457_sc,7936.424000000001
1474838723237605457_st,16997.199129105265
1477883150977764521_sc,140525.484
1477883150977764521_st,13876.4602744
1479681329485066994_sc,80644.006
1479681329485066994_st,1568.5577135919211
148388802174309925_sc,93037.29000000001
148388802174309925_st,57429.75986630769
1484551776661218764_sc,3055.496
1484551776661218764_st,318.05055270165764
1485566267036074672_sc,89454.01333333335
1485566267036074672_st,72066.540651
1485585519590186498_sc,151752.038
1485585519590186498_st,13922.284628244446
1485710806967558837_sc,141107.622
1485710806967558837_st,25233.97826873334
1490775021605137609_sc,135980.022
1490775021605137609_st,48852.48525763636
149145192403446337_sc,131298.75400000002
149145192403446337_st,26738.988049
1491766937226493605_sc,64960.315
1491766937226493605_st,48358.7914205
1495680085352673226_sc,151789.51
1495680085352673226_st,3334.8321894999985
1496724042025426431_sc,143794.23200000002
1496724042025426431_st,9184.085259535714
1497128270570315821_sc,25814.192000000003
1497128270570315821_st,43355.008553714295
1503622930668825341_sc,43859.336
1503622930668825341_st,5472.205677105633
1505582288748773676_sc,18813.178
1505582288748773676_st,22412.8231435
1505707263781865790_sc,84265.209
1505707263781865790_st,12454.690726108698
1507725753842469617_sc,34034.3476
1507725753842469617_st,47725.643614812514
1509545633114961619_sc,113954.52600000001
1509545633114961619_st,1713.1168810000001
1513880118499895475_sc,100249.72200000001
1513880118499895475_st,103562.8141176
151719194698470862_sc,104748.65400000001
151719194698470862_st,74529.8968535
1519771825716243940_sc,59580.862
1519771825716243940_st,8553.449991000001
1521407447410849866_sc,45523.594000000005
1521407447410849866_st,67597.09479837501
1522064661862584327_sc,75957.301
1522064661862584327_st,21420.17995655556
1522174467525920419_sc,123522.49600000001
1522174467525920419_st,39064.2214252353
1522517226455603717_sc,114171.74933333334
1522517226455603717_st,20825.25737930435
1526533209361572178_sc,183266.931
1526533209361572178_st,8088.351219555554
1526589386802120877_sc,41615.494000000006
1526589386802120877_st,55384.041683125
1532920640971142763_sc,142970.764
1532920640971142763_st,24559.555005516126
1535179488604428892_sc,32377.016000000003
1535179488604428892_st,25601.483013800003
1540895757038675521_sc,39718.264
1540895757038675521_st,155282.30053425
1541360754262871055_sc,39174.13066666667
1541360754262871055_st,3893.247280160001
1541943482926064403_sc,24610.054
1541943482926064403_st,47106.47703776924
1542252940507519186_sc,127305.69600000001
1542252940507519186_st,14304.372752263158
1544952069069412264_sc,7945.412
1544952069069412264_st,53548.962251000004
1546380888258110620_sc,91327.452
1546380888258110620_st,793.6243920000001
1552048892636076688_sc,107005.70800000001
1552048892636076688_st,13387.895209789474
1554217736630697432_sc,140331.456
1554217736630697432_st,31881.27867286364
1557657670234529677_sc,121806.254
1557657670234529677_st,4561.182556969698
1559985950264706026_sc,15667.686000000002
1559985950264706026_st,6818.000720391303
1563149421968177217_sc,3143.436
1563149421968177217_st,75133.34833000001
1568239518763418505_sc,397080.78133333335
1568239518763418505_st,29570.49187375001
1571815441379711120_sc,34692.454000000005
1571815441379711120_st,23206.385678681818
1572073024204691574_sc,38888.552
1572073024204691574_st,45965.61592620001
15755635624013585_sc,75.00600000000001
15755635624013585_st,25884.545939592594
1578493458135285912_sc,95342.262
1578493458135285912_st,71895.32831916667
1579648092439095955_sc,18612.370000000003
1579648092439095955_st,6898.4628551999995
1582245318038800705_sc,138187.078
1582245318038800705_st,4843.720602246574
1585273182248364632_sc,47045.616
1585273182248364632_st,9772.4288470625
1586011569157541229_sc,86905.86200000001
1586011569157541229_st,28127.052964916667
1586308550876044716_sc,170423.22
1586308550876044716_st,83799.097766
15864059592995091_sc,47497.436
15864059592995091_st,103957.73049925
158642282115857939_sc,50177.798
158642282115857939_st,6208.079187632001
1587423418122753177_sc,154709.56300000002
1587423418122753177_st,3885.589884363636
1592232433995993602_sc,15481.614000000001
1592232433995993602_st,95430.05794500001
1593315082014178993_sc,63599.471000000005
1593315082014178993_st,4385.39054670238
1594304834872461088_sc,15236.168000000001
1594304834872461088_st,29666.783396730778
1595135091194264808_sc,164849.666
1595135091194264808_st,17872.344216444446
1595181852111961835_sc,154417.54
1595181852111961835_st,483.5488475430972
1598279014358140630_sc,16679.952
1598279014358140630_st,10007.911933755553
1609139111614355686_sc,105190.414
1609139111614355686_st,68419.417525
1609275904163020719_sc,13797.327000000001
1609275904163020719_st,31305.5099861875
1609949567718682385_sc,3026.0440000000003
1609949567718682385_st,11429.083347121217
1610107188799256895_sc,170203.33800000002
1610107188799256895_st,4765.097486592593
1610494654440971107_sc,171743.064
1610494654440971107_st,30638.672873120002
1610631182235861036_sc,20641.837000000003
1610631182235861036_st,22207.497304950004
1610830018249632088_sc,40978.216
1610830018249632088_st,48896.216823333336
1619005863892213340_sc,249670.739
1619005863892213340_st,124452.58606780002
1620044022477258303_sc,77953.748
1620044022477258303_st,124442.25929080001
162252644031331242_sc,137569.418
162252644031331242_st,23287.440216888892
1624621636247371157_sc,161921.538
1624621636247371157_st,38749.567143411776
1624675199747986180_sc,4894.738
1624675199747986180_st,188701.969571
1625527770358623312_sc,141652.802
1625527770358623312_st,1730.841205927648
1626122822972650492_sc,160778.124
1626122822972650492_st,25500.63050791666
1626240234331226893_sc,198618.166
1626240234331226893_st,14646.200941666666
1628314475685116126_sc,33720.654
1628314475685116126_st,23977.640252230773
1631312698088948141_sc,115684.14000000001
1631312698088948141_st,8790.145350735631
1632976817520709726_sc,37486.408
1632976817520709726_st,873.4483972191014
1634650407908315198_sc,19328.316000000003
1634650407908315198_st,59968.21305525
1634912018741747313_sc,85339.51000000001
1634912018741747313_st,47694.312446222226
1635806999972794207_sc,14315.187000000002
1635806999972794207_st,10303.475010875003
1638155133101635232_sc,165744.7
1638155133101635232_st,11539.13446818462
1640419309626397644_sc,158943.454
1640419309626397644_st,55328.53885800001
1644684818861378247_sc,15294.732000000002
1644684818861378247_st,8196.734447963418
1645117383971795261_sc,75629.72600000001
1645117383971795261_st,68455.941349
1645448724794614846_sc,123960.56400000001
1645448724794614846_st,26227.39132
1646244151176203402_sc,141194.628
1646244151176203402_st,4830.021068640001
1647303115721594711_sc,168416.22
1647303115721594711_st,42090.506850833335
1648484391049043683_sc,54289.296
1648484391049043683_st,38516.273648500006
1649462786324867670_sc,18679.82
1649462786324867670_st,4643.431096186745
1649470682218050050_sc,146474.14800000002
1649470682218050050_st,39930.296316
165054203039707364_sc,160042.834
165054203039707364_st,6004.443929307693
1651298545102448143_sc,28324.914
1651298545102448143_st,3396.6536921324214
1652973856044692882_sc,69340.48000000001
1652973856044692882_st,1067.1439055806445
1654414320062233188_sc,155290.888
1654414320062233188_st,16618.108750592593
1654931404191930561_sc,11600.842
1654931404191930561_st,93119.13198228573
1656202871077543672_sc,20324.378
1656202871077543672_st,18256.190694250003
166111167582199775_sc,84575.457
166111167582199775_st,64411.373127125014
1672980903727097060_sc,150136.788
1672980903727097060_st,19126.297112888893
1675618435344112751_sc,20527.120000000003
1675618435344112751_st,17435.212032
167645149541424501_sc,157428.076
167645149541424501_st,14447.799416384618
1676599343673733996_sc,57811.378000000004
1676599343673733996_st,718.1158629736844
1677397424183807063_sc,26962.778000000002
1677397424183807063_st,11865.031262214286
1678574764210748596_sc,38395.622
1678574764210748596_st,11666.067183338984
1680454818764604919_sc,151684.766
1680454818764604919_st,426.69869707125673
1683583979368839453_sc,100393.97200000001
1683583979368839453_st,12108.871893000001
1683636821685901692_sc,28043.898
1683636821685901692_st,7976.234364000001
1683915131500129075_sc,331264.06700000004
1683915131500129075_st,33054.76678457143
1686771719211427260_sc,162490.034
1686771719211427260_st,50264.268884000005
1686829829798908901_sc,142459.874
1686829829798908901_st,1565.9161757943527
1688759174245788636_sc,80014.535
1688759174245788636_st,10953.330500529411
1689253659802783461_sc,111709.626
1689253659802783461_st,11105.004919523815
1694964200543302757_sc,121187.478
1694964200543302757_st,7025.189973533339
1695017415660355067_sc,31326.84
1695017415660355067_st,9357.85279815854
1695705421328710963_sc,20951.352000000003
1695705421328710963_st,6097.8213586746015
169673203379774697_sc,170642.166
169673203379774697_st,33465.107402333335
1697296672196475600_sc,2639.576
1697296672196475600_st,807.3480474412696
1698798402698483317_sc,49347.89866666667
1698798402698483317_st,42214.673322333336
1705620787460316875_sc,28858.891600000003
1705620787460316875_st,8485.426512690477
1706216513788387104_sc,119976.86600000001
1706216513788387104_st,752.649695142857
1706794130450981051_sc,170975.92200000002
1706794130450981051_st,6059.221371772734
1713284802794931603_sc,76967.256
1713284802794931603_st,22332.676422687502
1713575180422828175_sc,28732.764000000003
1713575180422828175_st,575.7402390396041
1717184228785145942_sc,30268.626
1717184228785145942_st,2133.636977557692
171749671026400972_sc,65643.609
171749671026400972_st,7205.74336640404
1718964734813976566_sc,18705.516
1718964734813976566_st,105112.6623648
1722479355356580286_sc,3806.176
1722479355356580286_st,23824.980977266667
1725593100682031672_sc,45575.280000000006
1725593100682031672_st,21387.18500225
1726159899784033460_sc,130589.22200000001
1726159899784033460_st,11605.226036328353
1727911413674128214_sc,115519.72200000001
1727911413674128214_st,14062.150142157894
173037676676551667_sc,33040.176
173037676676551667_st,2710.5871385403498
1739185427561011002_sc,40777.784
1739185427561011002_st,27331.012584079992
1744539208349624912_sc,86818.98000000001
1744539208349624912_st,3439.4862877005075
1747750927337388419_sc,168553.07200000001
1747750927337388419_st,7593.191395793105
1749586132256864259_sc,51201.86533333334
1749586132256864259_st,76918.876623
1750509480206635901_sc,131862.89
1750509480206635901_st,8919.937918527032
1753408082039589793_sc,79187.451
1753408082039589793_st,2211.9194177377526
1755590351975453126_sc,111815.898
1755590351975453126_st,41287.782968
1757046249254925892_sc,109967.796
1757046249254925892_st,35846.03226225
1760218743715819964_sc,172780.496
1760218743715819964_st,4982.027523015387
1762685240275022546_sc,134443.592
1762685240275022546_st,12049.463185349208
1767794950631940094_sc,138722.276
1767794950631940094_st,16189.805056394749
1771567713554989316_sc,12276.046
1771567713554989316_st,43764.42851266667
1772473992019353562_sc,3772.353
1772473992019353562_st,1067.770084564516
1773819382540812845_sc,46421.15
1773819382540812845_st,13779.01645419643
1773915170564860290_sc,148060.42200000002
1773915170564860290_st,12891.96266463793
1775266247906490790_sc,99827.36800000002
1775266247906490790_st,1882.336079276595
1775645446409162865_sc,77557.444
1775645446409162865_st,32130.375678166674
1775994821130557970_sc,144484.51200000002
